epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,49.4519,3.33113,3.45822,1.63649,0.00524,0.0103,0.0028,0.00091,2.82426,3.45148,1.25419,0.00014,0.00014,0.00014
2,77.7744,2.8133,2.25715,1.25597,0.22905,0.45037,0.32722,0.09735,2.39666,2.87313,1.08616,0.000299707,0.000299707,0.000299707
